id,timestamp,id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1715181675250,146.5,3.5122778,0.044575773,1.4536824,2.033723,1.8981110000000003,-5.123785
1,1715181675260,1392.0,3.4848498594446973,0.06778157962130178,1.3487409357305415,2.5704075609467454,1.5677904544378698,-5.602635631770596
2,1715181675270,3751.5,3.4345308409199045,0.004703400129262492,1.147014378667724,3.2230778,1.1033753,-6.344141
3,1715181675280,6189.0,3.2954364,-0.25422215,0.9496286,3.3719809066723334,0.9403896930046749,-6.675188337016574
4,1715181675290,8460.5,3.15962577739726,-0.5975362286529681,0.8304730875342465,3.6994048243835613,0.38412614734246575,-7.824386715890411
5,1715181675300,11061.5,2.9549286000000006,-0.9358473000000002,0.75431234,3.6667187,0.15103643,-8.325482
6,1715181675310,14378.5,2.712909217228051,-1.171330221258973,0.7860902494036444,3.620373821617891,0.0671422205935947,-8.509583896742132
7,1715181675320,18121.5,2.5903342,-1.3902031,0.7664472,3.5876117,0.100029185,-8.670927
8,1715181675330,21972.5,2.5267995615424703,-1.5023838266284524,0.6871011539343408,3.4631461423137053,0.25557492043121416,-8.739447576081291
9,1715181675340,25821.5,2.4951353069948192,-1.5959638121761657,0.6253340642487046,3.31026585984456,0.42932905888601036,-8.744892155440414
10,1715181675350,29659.0,2.530257375858453,-1.6364886331585846,0.5246613934993447,3.003158825819135,0.7029375538663172,-8.724737874180866
11,1715181675360,33435.0,2.6253428199357773,-1.6888584362590313,0.37949799801445006,2.6479369415038803,0.930883562360182,-8.730769032914102
12,1715181675370,37226.5,2.7237566,-1.709246,0.19135264,2.2314909,1.0256428,-8.770956
13,1715181675380,41036.5,2.7288948540275575,-1.7289075977212507,0.1979050786618972,2.038583079517753,0.8502964328616852,-8.787523337307896
14,1715181675390,44834.5,2.737873887284145,-1.6651349699372056,0.28033458824960755,1.9350028313448455,0.6356964656410256,-8.785138171114601
15,1715181675400,48671.5,2.8352873,-1.6135697,0.31861615,1.9515617,0.5138904,-8.809135
