id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1,1747486496100,-0.14472595,-0.0104944649999999,1.095817,-0.2719087525,-0.417317363,0.2458097929999999
2,1747486496110,1.0369992,0.44015725,0.091033354,-0.65540395,-0.111852763,0.5733786249999999
3,1747486496120,0.91155382,0.429296715,0.156196642,-0.6652576299999999,-0.24208135,0.65247449
4,1747486496130,0.8102700700000001,0.425025705,0.23429496,-0.6186523150000001,-0.432497385,0.80773678
5,1747486496140,0.80843965,0.4233172699999999,0.2679748549999999,-0.5587311850000001,-0.551806985,0.938231665
6,1747486496150,0.85883745,0.420510605,0.2867672799999999,-0.50626691,-0.6210491499999999,1.04102965
7,1747486496160,0.97940175,0.433689715,0.30287505,-0.45140581,-0.637560775,1.07751495
8,1747486496170,1.0739739,0.45907167,0.31532195,-0.41412155,-0.627174475,1.0655307
9,1747486496180,1.11656185,0.47505743,0.33704306,-0.40133838,-0.6210492000000001,1.0484865
10,1747486496190,1.1438963,0.4807928,0.35559142,-0.39254996,-0.6178534,1.0375676
11,1747486496200,1.2958219999999998,0.5780495999999999,0.44882128,-0.202400248,-0.57577543,0.92491585
12,1747486496210,1.4572659,0.69519707,0.46309863,-0.04447479025,-0.5235774799999999,0.78350202
13,1747486496220,1.59015505,0.8186899999999999,0.424049465,0.0,-0.466319515,0.5938849500000001
14,1747486496230,1.69693,0.936447625,0.365597755,-0.05699164775,-0.326237245,0.280430863
15,1747486496240,1.7794213,0.990262275,0.32081324,-0.197340245,-0.1280980515,-0.102531707
16,1747486496250,1.72438645,0.980011885,0.447600975,-0.249271885,0.1115864535,-0.60427125
17,1747486496260,1.6099236,0.939010265,0.6386978,-0.09507485,0.281496135,-1.03596968
18,1747486496270,1.57697585,0.8928834299999999,0.70654571,0.212520255,0.317981435,-1.2639363
19,1747486496280,1.52560185,0.8662812200000001,0.671279435,0.569650175,0.311323535,-1.47672285
20,1747486496290,1.479231,0.86152214,0.6238103,0.74781567,0.29933932,-1.577124
21,1747486496300,1.28789005,0.8623763,0.2169669,1.02824655,0.16218651,-1.8266622
22,1747486496310,1.30875695,0.8727487,0.097866961,0.8878979499999999,0.18935075,-1.9169434
23,1747486496320,1.35769045,0.87030812,0.049299564,0.6809703,0.263919265,-2.04584035
24,1747486496330,1.39478715,0.85053952,0.0848098955,0.51478903,0.3355583,-2.19551
25,1747486496340,1.4085763999999998,0.8274760999999999,0.1847513425,0.435426845,0.35952675,-2.3627566
26,1747486496350,1.39076025,0.7928199499999999,0.329721335,0.522512215,0.2681803299999999,-2.5920547000000003
27,1747486496360,1.37050345,0.75828585,0.4183141,0.69029135,0.14008228,-2.7864654
28,1747486496370,1.37001535,0.7396155,0.4095280449999999,0.8072041299999999,0.073769565,-2.88766565
29,1747486496380,1.36501225,0.7264364000000001,0.370234845,0.86685896,0.063116918,-2.98247425
30,1747486496390,1.3670867,0.724972035,0.337043065,0.780039905,0.207460253,-3.0964575
31,1747486496400,1.3873434,0.715697885,0.36986876,0.667654475,0.40879525,-3.2075113
